Anno Nascita,Cittadinanza,Nome,Sesso,Occorrenze
2025,Stranieri,AARON SANTIAGO,M,1
2025,Stranieri,ABDELLATIF SHAABAN ABDELLATIF ALI,M,1
2025,Stranieri,ABDELRAHMAN MOHAMED ABDELSALAM ABDELAZIZ AHMED,M,1
2025,Italiani,ABIGAIL SAFIA,F,1
2025,Italiani,ACHILLE,M,1
2025,Italiani,ACHINT INDER SINGH,M,1
2025,Italiani,ADEL,M,1
2025,Italiani,ADELE,F,1
2025,Italiani,AHMADOU BAMBA,M,1
2025,Stranieri,AHMADOUNA NASSER,M,1
2025,Stranieri,AHMED ABDELHAMID HANI ABDELHAMID ELTANTAWI,M,1
2025,Stranieri,AICHA,F,1
2025,Italiani,ALBION,M,1
2025,Italiani,ALESSANDRA,F,1
2025,Italiani,ALESSANDRO,M,3
2025,Italiani,ALESSANDRO GIULIO,M,1
2025,Italiani,ALI,M,1
2025,Italiani,ALICE,F,1
2025,Italiani,ALLEGRA,F,2
2025,Italiani,ALTEA,F,1
2025,Italiani,AMBRA,F,1
2025,Italiani,AMELIA,F,1
2025,Stranieri,AMELY ROZ,F,1
2025,Stranieri,AMEN MOHAMED MAGDY ABDELRAZEK,M,1
2025,Stranieri,AMINA,F,1
2025,Italiani,AMIRA,F,1
2025,Stranieri,AMIRA,F,1
2025,Stranieri,ANAIZA,F,1
2025,Italiani,ANDREA,M,1
2025,Italiani,ANGELICA SOLE,F,1
2025,Italiani,ANNALISA,F,1
2025,Italiani,ANTONIO,M,1
2025,Stranieri,ARAF,M,1
2025,Italiani,ARIANNA,F,2
2025,Stranieri,ARTEM,M,1
2025,Italiani,ARWEN GINEVRA,F,1
2025,Italiani,AURORA,F,2
2025,Italiani,AXEL,M,1
2025,Stranieri,AYA,F,1
2025,Stranieri,AYLA ALI HISHAM SHAABAN ELHUSSEINI,F,1
2025,Stranieri,AYLA OMAR ASSEM ABBASS KHALIL,F,1
2025,Stranieri,BAKI BLIAN,M,1
2025,Italiani,BALAJ,M,1
2025,Italiani,BARBARA,F,1
2025,Italiani,BEATRICE,F,5
2025,Italiani,BIANCA,F,3
2025,Italiani,BINTOU,F,1
2025,Italiani,BROIS,M,1
2025,Italiani,CAMILLA,F,1
2025,Stranieri,CARLA,F,1
2025,Italiani,CARLOTTA,F,3
2025,Stranieri,CATERINA LUCIA,F,1
2025,Italiani,CECILIA,F,1
2025,Italiani,CELESTE,F,1
2025,Stranieri,CRISTIAN,M,1
2025,Stranieri,DAMIR,M,1
2025,Stranieri,DANIEL,M,2
2025,Stranieri,DANIELA,F,1
2025,Stranieri,DAVIDE,M,1
2025,Italiani,DESTINY,M,1
2025,Stranieri,DOMINIK,M,1
2025,Italiani,DONATELLO,M,1
2025,Stranieri,EDHA,F,1
2025,Italiani,EDOARDO,M,5
2025,Stranieri,EIROI ONOSE,M,1
2025,Italiani,ELENA,F,1
2025,Stranieri,ELIOR,M,1
2025,Italiani,ELISABETTA,F,1
2025,Stranieri,ELLY ELIZABETH EFUA,F,1
2025,Italiani,ELODIE,F,1
2025,Italiani,ELOISA,F,1
2025,Stranieri,ELORA,F,1
2025,Italiani,EMILIA,F,1
2025,Italiani,EMILY,F,1
2025,Stranieri,EMILY,F,1
2025,Italiani,ENEA,M,1
2025,Italiani,ENES,M,1
2025,Italiani,EUGENIA,F,1
2025,Italiani,EVA,F,1
2025,Stranieri,FABIAN ANDREI,M,1
2025,Stranieri,FALLOU,M,1
2025,Italiani,FEDERICO,M,1
2025,Italiani,FRANCESCA,F,1
2025,Italiani,FRANCESCO,M,4
2025,Italiani,FRANCO MARIA,M,1
2025,Italiani,GABRIELE,M,1
2025,Stranieri,GHALY,M,1
2025,Stranieri,GHAZAL MAHMOUD TAHER ABDELMONEIM YASEIN,F,1
2025,Italiani,GIANMARIA,M,1
2025,Italiani,GINEVRA,F,3
2025,Italiani,GIOELE,M,2
2025,Italiani,GIORGIO,M,1
2025,Italiani,GIOVANNI,M,1
2025,Italiani,GIUDITTA,F,1
2025,Italiani,GIULIO,M,1
2025,Italiani,GIUSEPPE,M,1
2025,Italiani,GLORIA,F,1
2025,Stranieri,GONZALO LUKENY,M,1
2025,Stranieri,GURNIWAZ,M,1
2025,Stranieri,GURONKAR,M,1
2025,Stranieri,HIDAYA,F,1
2025,Italiani,IBRAHIM,M,1
2025,Stranieri,IKRAMA,F,1
2025,Stranieri,ILIAS MOHAMED TAREK,M,1
2025,Italiani,IRENE,F,1
2025,Italiani,IRIS,F,1
2025,Italiani,ISABEL,F,1
2025,Italiani,ISMAEL,M,1
2025,Italiani,JACOPO KIMI,M,1
2025,Stranieri,JEANA MAINE,F,1
2025,Italiani,JOEL BENJAMIN,M,1
2025,Stranieri,JOSEF,M,1
2025,Stranieri,KARAM,M,1
2025,Italiani,KLARISA,F,1
2025,Stranieri,LAILA ABDELRAHMAN ELSAID,F,1
2025,Stranieri,LAILA TAMER ABDOU MEGAHED,F,1
2025,Italiani,LEONARDO,M,3
2025,Italiani,LEONIDA,M,1
2025,Italiani,LEYLA,F,1
2025,Italiani,LIAM,M,2
2025,Italiani,LINDA,F,1
2025,Stranieri,LIVIA ANISIA,F,1
2025,Italiani,LORENZO,M,2
2025,Stranieri,LUCAS,M,1
2025,Italiani,LUDOVICA,F,2
2025,Italiani,LUISA,F,1
2025,Italiani,LUNA,F,1
2025,Italiani,MADDALENA,F,1
2025,Stranieri,MAHMOUD ALI LOUTFY MAHMOUD,M,1
2025,Italiani,MALIK,M,1
2025,Italiani,MANILA,F,1
2025,Italiani,MANUEL,M,1
2025,Italiani,MARA,F,1
2025,Italiani,MARCELLO,M,1
2025,Italiani,MAREME,F,1
2025,Italiani,MARGHEN,F,1
2025,Italiani,MARGHERITA,F,1
2025,Italiani,MARIASOLE,F,1
2025,Stranieri,MARIE JAEL,F,1
2025,Stranieri,MARINA IOANA,F,1
2025,Italiani,MATILDE,F,3
2025,Italiani,MATTHIAS,M,1
2025,Italiani,MATTIA,M,1
2025,Italiani,MELISSA,F,1
2025,Stranieri,MILA ELSAID MOHAMED ELSAID,F,1
2025,Italiani,MILENA,F,1
2025,Stranieri,MIRAL,F,1
2025,Stranieri,MOSTAFA RAFAT ASHRAF RAFAT ABDELGHANY,M,1
2025,Italiani,MOUSSA,M,1
2025,Stranieri,NADIA,F,1
2025,Stranieri,NAHED KAREEM WAGEIH HOSNY MOHAMED,F,1
2025,Italiani,NICOLAS,M,1
2025,Italiani,NICOLO',M,2
2025,Italiani,NICOLO' CESARE MARIA,M,1
2025,Stranieri,ODION ANNABEL,F,1
2025,Italiani,OTTAVIA,F,1
2025,Stranieri,OVBOKHAN ISABEL,F,1
2025,Italiani,PARAMVEER,M,1
2025,Italiani,PENELOPE,F,1
2025,Italiani,PIETRO,M,1
2025,Stranieri,PRUNELLE EMMANUELLA MEIRA,F,1
2025,Italiani,QOSAI,M,1
2025,Stranieri,RAFIA,F,1
2025,Italiani,RAYAN,M,1
2025,Stranieri,RIM,F,1
2025,Stranieri,RITAJ,F,1
2025,Stranieri,RODAINA MOHAMED HASSAN,F,1
2025,Italiani,RONI,M,1
2025,Italiani,RYAN,M,2
2025,Italiani,SABRI,M,1
2025,Italiani,SARA,F,1
2025,Stranieri,SARA ABDELSAMIE ABDELRAHMAN ABDELSAMIE ABDELGALIL,F,1
2025,Italiani,SEBASTIAN,M,1
2025,Italiani,SEBASTIANO,M,1
2025,Italiani,SEDDIK,M,1
2025,Stranieri,SEMILOGO WEALTH,M,1
2025,Italiani,SERENA,F,1
2025,Italiani,SERGIO,M,1
2025,Stranieri,SERGIO MARCO,M,1
2025,Italiani,SILIA AHMED GAMAL ELAZAB MOHAMED,F,1
2025,Italiani,SIMONE,M,1
2025,Italiani,SOFIA,F,3
2025,Italiani,SOFIA DIANA FIORELLA,F,1
2025,Italiani,SOFIA VIRMEL,F,1
2025,Italiani,SOLE,F,1
2025,Italiani,SVEVA,F,2
2025,Stranieri,TEHILLAH MAPENDO,F,1
2025,Italiani,TEO,M,1
2025,Stranieri,TEO,M,1
2025,Italiani,TESSA,F,1
2025,Italiani,THOMAS,M,2
2025,Stranieri,TIA AHMED ELSAID DARWISH ELZEKI,F,1
2025,Italiani,TOMMASO,M,3
2025,Italiani,TOMMASO MARIA,M,1
2025,Stranieri,TOMMY XAVIER,M,1
2025,Stranieri,TONI,M,1
2025,Italiani,UMBERTO,M,2
2025,Stranieri,VALERIA DE JESUS,F,1
2025,Italiani,VIOLA,F,1
2025,Italiani,VIRGINIA,F,1
2025,Italiani,VITTORIA,F,1
2025,Italiani,VITTORIO,M,1
2025,Stranieri,YAREL IZAMAR,F,1
2025,Stranieri,YOUSSEF KARIM REDA NABIH YOUSSEF,M,1
2025,Stranieri,YUHAO,M,1
2025,Stranieri,ZAIN MOHAMED ABDELSALAM ABDELAZIZ AHMED,M,1
2025,Italiani,ZENO,M,1
2025,Stranieri,ZURIEL,M,1
2024,Stranieri,AARAV,M,1
2024,Stranieri,AARON,M,1
2024,Stranieri,ABDOU AZIZ AL AMIN,M,1
2024,Stranieri,ABDOU MBACKE,M,1
2024,Italiani,ACHILLE,M,5
2024,Italiani,ADAM,M,2
2024,Italiani,AGATA,F,2
2024,Italiani,AGATA MIA,F,1
2024,Italiani,AGATHE MARTINE,F,1
2024,Italiani,AGNESE,F,1
2024,Italiani,AGRON ELIO,M,1
2024,Italiani,AHMADOU BAMBA,M,1
2024,Stranieri,AHMED MOUNIR,M,1
2024,Stranieri,AICHA,F,1
2024,Italiani,AJRI,F,1
2024,Stranieri,AJSEL,M,1
2024,Italiani,AKRAM JAD,M,1
2024,Stranieri,ALAA EDDINE,M,1
2024,Stranieri,ALANA,F,1
2024,Italiani,ALBERTO,M,2
2024,Stranieri,ALEANDRO TOMAS,M,1
2024,Italiani,ALESSANDRO,M,5
2024,Italiani,ALESSIA,F,3
2024,Italiani,ALESSIO,M,1
2024,Italiani,ALEX,M,2
2024,Stranieri,ALEX,M,1
2024,Stranieri,AL HASSANE KHALIL,M,1
2024,Italiani,ALICE,F,7
2024,Stranieri,ALICE,F,1
2024,Italiani,ALIMA NAKIA,F,1
2024,Italiani,ALISEA ADEPA,F,1
2024,Stranieri,ALISHA,F,1
2024,Italiani,ALMA,F,1
2024,Italiani,ALTEA,F,1
2024,Stranieri,ALVIN,M,1
2024,Stranieri,ALYA ELIANA,F,1
2024,Stranieri,AMANDA AISOSA,F,1
2024,Italiani,AMAR,M,1
2024,Stranieri,AMAR HERO,M,1
2024,Italiani,AMBRA,F,2
2024,Italiani,AMEDEO,M,1
2024,Italiani,AMELIA,F,4
2024,Stranieri,AMELIA,F,1
2024,Italiani,AMELIE,F,1
2024,Stranieri,AMINA,F,1
2024,Italiani,AMIR,M,1
2024,Italiani,AMIRA,F,1
2024,Stranieri,AMIR IBRAHIM HAMEDIN IBRAHIM ELDESSOUKI,M,1
2024,Italiani,AMLA,F,1
2024,Italiani,AMMAR,M,1
2024,Italiani,ANAIS,F,1
2024,Stranieri,ANDRA,F,1
2024,Italiani,ANDREA,M,4
2024,Stranieri,ANGELA,F,1
2024,Stranieri,ANGE RYAN,M,1
2024,Italiani,ANITA,F,2
2024,Stranieri,ARBIANA,F,1
2024,Stranieri,ARES,M,1
2024,Italiani,ARIAN,M,1
2024,Italiani,ARIANNA,F,4
2024,Stranieri,ARIANNA,F,1
2024,Stranieri,ARIS GABRIEL,M,1
2024,Italiani,ARKAN,M,1
2024,Stranieri,ARSENIJE,M,1
2024,Italiani,ARTEMIO LUCA,M,1
2024,Italiani,ASEES,F,1
2024,Italiani,ATENA,F,1
2024,Italiani,AURORA,F,3
2024,Stranieri,AURORA,F,1
2024,Italiani,AURORA MARIA,F,1
2024,Stranieri,AURORA PATRICIA,F,1
2024,Italiani,AVRIL,F,1
2024,Stranieri,AYAAN,M,2
2024,Stranieri,AYA ELYAMANI ELSAYED ZEINELABEDIN ELMOURSI,F,1
2024,Italiani,AYAN,M,1
2024,Stranieri,AYAN MOHAMED ELSAYED OTHMAN,M,1
2024,Stranieri,AYMAN,M,1
2024,Stranieri,AYMAN AHMED SAMI ABDELRAZEK,M,1
2024,Stranieri,AYOUB,M,2
2024,Stranieri,AZADBIR,M,1
2024,Italiani,AZZURRA,F,3
2024,Stranieri,BARAKA,M,1
2024,Italiani,BAYREM,M,1
2024,Italiani,BEATRICE,F,2
2024,Italiani,BENEDETTA,F,1
2024,Italiani,BEN ISMAEL,M,1
2024,Italiani,BENJAMIN,M,1
2024,Italiani,BENJAMIN KRIS,M,1
2024,Italiani,BIANCA,F,7
2024,Italiani,BIANCA ARIEL,F,1
2024,Stranieri,BORIS,M,1
2024,Italiani,BRANDO,M,3
2024,Italiani,BRYAN,M,2
2024,Italiani,CAMILLA,F,4
2024,Italiani,CAMILLO,M,1
2024,Italiani,CARLO,M,2
2024,Italiani,CARLOTTA,F,2
2024,Italiani,CARMEN,F,1
2024,Italiani,CATALEYA,F,1
2024,Stranieri,CATALEYA NICOL,F,1
2024,Italiani,CECILIA,F,2
2024,Stranieri,CECILIA,F,1
2024,Italiani,CELESTE,F,1
2024,Stranieri,CELIA ISLAM ABOUELENEIN MOHAMED ELHALAWANI,F,1
2024,Italiani,CESARE,M,3
2024,Stranieri,CHEIKH,M,1
2024,Stranieri,CHEIKH AHMED TIDJANE CHERIF,M,1
2024,Italiani,CHIARA,F,2
2024,Italiani,CHLOE,F,2
2024,Italiani,CHRISTIAN,M,1
2024,Stranieri,CHRIST YANN LOEVAN,M,1
2024,Italiani,CLARA,F,1
2024,Italiani,CLAUDIA,F,1
2024,Italiani,CLAUDIO,M,2
2024,Italiani,CLELIA,F,1
2024,Italiani,CLELIA MARIA,F,1
2024,Italiani,CLOE,F,2
2024,Italiani,COSTANZA,F,1
2024,Italiani,CRISTIAN,M,1
2024,Italiani,CRISTINA,F,1
2024,Italiani,DAFNE,F,1
2024,Italiani,DALIA,F,1
2024,Stranieri,DAMIR,M,1
2024,Italiani,DANIEL,M,1
2024,Stranieri,DANIEL ALEJANDRO,M,1
2024,Italiani,DANIELE,M,3
2024,Italiani,DARIA,F,1
2024,Stranieri,DARIS,M,1
2024,Stranieri,DAVID,M,3
2024,Italiani,DAVIDE,M,1
2024,Stranieri,DAVIDE GRIGORE,M,1
2024,Italiani,DAVID ETINOSA,M,1
2024,Stranieri,DELIGHT,F,1
2024,Stranieri,DERICK,M,1
2024,Italiani,DIANA,F,4
2024,Italiani,DIEGO,M,4
2024,Italiani,DILETTA,F,1
2024,Italiani,DOROTEA,F,1
2024,Stranieri,DUA,F,1
2024,Stranieri,EDEN,M,1
2024,Stranieri,EDI,M,1
2024,Italiani,EDOARDO,M,14
2024,Italiani,EDUARDO,M,1
2024,Stranieri,EGHOSA IRENE,F,1
2024,Stranieri,EIAD ANTAR ELSAYED SHABAN ELHAMAKI,M,1
2024,Italiani,ELEANOR,F,1
2024,Italiani,ELENA,F,2
2024,Italiani,ELEONORA,F,1
2024,Italiani,ELIA,M,1
2024,Italiani,ELIA SANTIAGO,M,1
2024,Italiani,ELISA,F,4
2024,Italiani,ELISABETTA,F,1
2024,Stranieri,ELISHA ETINOSA,F,1
2024,Stranieri,ELISHAMA JEANNINE,F,1
2024,Italiani,ELODIE,F,1
2024,Italiani,ELYS,F,1
2024,Italiani,EMANUELE,M,2
2024,Stranieri,EMILIA,F,1
2024,Stranieri,EMILIAN,M,1
2024,Italiani,EMILIO,M,1
2024,Stranieri,EMILIO XAVIER,M,1
2024,Stranieri,EMILY,F,1
2024,Italiani,EMIRA,F,1
2024,Stranieri,EMMA,F,3
2024,Italiani,EMMANUEL,M,1
2024,Stranieri,EMMA VALENTINA,F,1
2024,Stranieri,ENDRI,M,1
2024,Italiani,ENEA,M,6
2024,Stranieri,ENEA,M,1
2024,Stranieri,ENOSAKHARE EMMANUEL,M,1
2024,Stranieri,ENZE,M,1
2024,Italiani,ERA,F,1
2024,Stranieri,ESTHER GRACE VICTOIRE,F,1
2024,Italiani,ETTORE,M,1
2024,Italiani,EVELIN,F,1
2024,Stranieri,EVEN FERNANDO,M,1
2024,Stranieri,EXCEL OSAHENRUNMWEN,F,1
2024,Stranieri,FARHAN,M,1
2024,Stranieri,FATIMATA,F,1
2024,Stranieri,FATIMATA NASSER,F,1
2024,Stranieri,FATIMA TUZ,F,1
2024,Stranieri,FATOUMATA,F,1
2024,Stranieri,FAVOUR,F,1
2024,Stranieri,FAYA ALI,F,1
2024,Italiani,FEDERICO,M,3
2024,Italiani,FEDERICO MATHIAS,M,1
2024,Italiani,FERDAWS,F,1
2024,Stranieri,FILIP,M,2
2024,Italiani,FILIPPO,F,1
2024,Italiani,FILIPPO,M,2
2024,Italiani,FLAVIA,F,2
2024,Italiani,FLAVIO,M,1
2024,Italiani,FRANCESCO,M,5
2024,Italiani,FRANCESCO LORENZO,M,1
2024,Italiani,FRIDA,F,1
2024,Italiani,FUTURA,F,1
2024,Italiani,GABRIEL,M,3
2024,Italiani,GABRIELE,M,2
2024,Italiani,GAIA,F,4
2024,Stranieri,GAIA,F,1
2024,Stranieri,GAURISHA,F,1
2024,Italiani,GHAIT,M,1
2024,Italiani,GIACOMO,M,4
2024,Italiani,GIADA,F,1
2024,Italiani,GINEVRA,F,1
2024,Italiani,GIOELE,M,3
2024,Italiani,GIOIA,F,2
2024,Italiani,GIORGIA,F,1
2024,Stranieri,GIORGIA,F,1
2024,Italiani,GIORGIO,M,2
2024,Italiani,GIOVANNI,M,6
2024,Italiani,GIOVANNI HENRY,M,1
2024,Italiani,GIULIA,F,6
2024,Stranieri,GIULIA,F,2
2024,Stranieri,GIULIA AMRO SAAD NAGAH SAND,F,1
2024,Italiani,GIULIO,M,6
2024,Italiani,GIUSI,F,1
2024,Italiani,GREGORIO,M,2
2024,Italiani,GUGLIELMO,M,1
2024,Stranieri,GURMEHAR,F,1
2024,Stranieri,HAFSA,F,1
2024,Italiani,HAMZA,M,1
2024,Stranieri,HAMZA ABDELRAHMAN MAHMOUD TAHA MOHAMED,M,1
2024,Stranieri,HAMZA AHMED MOHAMED ABDELHALIM,M,1
2024,Stranieri,HANA,F,1
2024,Stranieri,HAPPY,M,1
2024,Italiani,HARON,M,1
2024,Stranieri,HAROUN,M,1
2024,Italiani,HEIDI,F,1
2024,Stranieri,HRISTIAN,M,1
2024,Stranieri,HUMAIRA,F,1
2024,Stranieri,IAN,M,1
2024,Stranieri,IBRAHIM MOHAMED  IBRAHIM ABDELNABI   IBRAHIM,M,1
2024,Italiani,ILYAS,M,1
2024,Stranieri,IMRAN,M,1
2024,Stranieri,IONUT SEBASTIANO,M,1
2024,Italiani,IRENE,F,1
2024,Italiani,ISABEL,F,5
2024,Italiani,ISABELLA,F,2
2024,Stranieri,ISHAK,M,1
2024,Italiani,ISOTTA,F,1
2024,Stranieri,IWINOSA WISDOM,M,1
2024,Italiani,JACOPO,M,1
2024,Italiani,JARED FABRIZIO,M,1
2024,Italiani,JASON,M,1
2024,Stranieri,JASON AISOSA,M,1
2024,Stranieri,JAZIEL,M,1
2024,Italiani,JEAN EMMANUEL,M,1
2024,Stranieri,JEAN MATTHEW,M,1
2024,Stranieri,JEGGI,F,1
2024,Stranieri,JESLY ESPERANZA,F,1
2024,Italiani,JOEL,M,1
2024,Stranieri,JOSH ETHAN,M,1
2024,Italiani,JUBAIDA,F,1
2024,Italiani,JULIET,F,1
2024,Stranieri,JULIETH ESTELA,F,1
2024,Stranieri,KAIF,M,1
2024,Stranieri,KAYLA TIARAOLUWA,F,1
2024,Stranieri,KENZIE ABIGAIL,F,1
2024,Italiani,KEVIN,M,3
2024,Stranieri,KHADIJA,F,1
2024,Stranieri,KILIAN SAMUEL,M,1
2024,Italiani,KRYSTAL,F,1
2024,Stranieri,LACINA,M,1
2024,Stranieri,LAILA IBRAHIM ATTIA ABDELGAWWAD MOHAMED,F,1
2024,Italiani,LAMIJA,F,1
2024,Italiani,LARA,F,2
2024,Italiani,LAURA,F,2
2024,Italiani,LAVINIA,F,5
2024,Italiani,LAVINIA MAXIMA MARIA,F,1
2024,Stranieri,LAZAR,M,1
2024,Italiani,LEANDRA,F,1
2024,Italiani,LEANDRO,M,2
2024,Stranieri,LEILA MOHAMED MAGDI MOHAMED ABDELHAK,F,1
2024,Stranieri,LENA,F,1
2024,Italiani,LEO,M,1
2024,Italiani,LEON,M,1
2024,Italiani,LEONARDO,M,6
2024,Stranieri,LEONARDO,M,1
2024,Stranieri,LEONIE GRACE,F,1
2024,Italiani,LEONORA GINEVRA,F,1
2024,Stranieri,LIA,F,1
2024,Italiani,LIA ALAIA,F,1
2024,Italiani,LIAM,M,1
2024,Stranieri,LIAM,M,1
2024,Italiani,LIEM OSARENOMA,M,1
2024,Stranieri,LILIANA,F,1
2024,Italiani,LODOVICA,F,1
2024,Italiani,LODOVICO,M,2
2024,Italiani,LORENZO,M,4
2024,Italiani,LUCA,M,3
2024,Stranieri,LUCA,M,2
2024,Italiani,LUDOVICA,F,2
2024,Italiani,LUIS,M,1
2024,Stranieri,LUKA,M,1
2024,Italiani,LUKAS,M,1
2024,Italiani,LUNA,F,1
2024,Stranieri,LUNA ABIGAIL,F,1
2024,Italiani,MADDALENA,F,1
2024,Stranieri,MAEL THEO,M,1
2024,Italiani,MAELYS ISABELA,F,1
2024,Stranieri,MAHDI,M,1
2024,Stranieri,MAHER ISLAM ELSAID,M,1
2024,Stranieri,MAHMOUD ISLAM,M,1
2024,Italiani,MAISA,F,1
2024,Italiani,MALAK MOHAMED BEDIR ABDELRAZEK MOHAMED,F,1
2024,Stranieri,MALEK,M,1
2024,Stranieri,MALEK HOSSAM NASR OMAR,M,1
2024,Stranieri,MALIHA,F,1
2024,Italiani,MALIKA,F,1
2024,Stranieri,MANEL,F,1
2024,Italiani,MANUEL,M,1
2024,Italiani,MARCEL,M,1
2024,Italiani,MARCELLO,M,2
2024,Italiani,MARGHERITA,F,2
2024,Italiani,MARIACHIARA,F,1
2024,Italiani,MARIA ELENA,F,1
2024,Stranieri,MARIAM MOHAMED ARAFAT ELNAHHAS,F,1
2024,Italiani,MARIASOLE,F,1
2024,Italiani,MARIA SOLE,F,1
2024,Italiani,MARIO,M,1
2024,Stranieri,MARK,M,1
2024,Italiani,MARTA,F,1
2024,Italiani,MARTIN,M,1
2024,Stranieri,MARTIN,M,1
2024,Italiani,MARTINA,F,2
2024,Italiani,MARTINO,M,2
2024,Italiani,MATEJ,M,1
2024,Italiani,MATIAS,M,1
2024,Italiani,MATILDA,F,1
2024,Italiani,MATILDE,F,9
2024,Italiani,MATTEO,M,4
2024,Stranieri,MATTEO,M,1
2024,Italiani,MATTIA,M,5
2024,Italiani,MEGAN,F,1
2024,Italiani,MELANI,F,1
2024,Italiani,MELODY,F,1
2024,Stranieri,MERIEM,F,1
2024,Italiani,MIA,F,3
2024,Italiani,MICHELANGELO,M,1
2024,Italiani,MICHELLE,F,1
2024,Stranieri,MIRABEL,F,1
2024,Stranieri,MIRANDA,F,1
2024,Italiani,MIRIAM,F,1
2024,Italiani,MIRKO,M,1
2024,Stranieri,MISK AHMED IBRAHIM AWAD,F,1
2024,Stranieri,MOENES,M,1
2024,Italiani,MOHAMED,M,1
2024,Stranieri,MOHAMED AHMED AHMED ABDELKADER ABDALLA,M,1
2024,Stranieri,MOHAMED ASHRAF SHAABAN ELSAYED,M,1
2024,Stranieri,MOHAMED NAEL,M,1
2024,Stranieri,MOHAMED TALAL AYED ABDELAZIZ,M,1
2024,Italiani,MOHAMMED,M,1
2024,Italiani,MOUHAMED,M,1
2024,Stranieri,MOUHAMED ABDOU,M,1
2024,Stranieri,MOUHAMED YASSINE,M,1
2024,Stranieri,MOUSSOMADI,F,1
2024,Stranieri,MUHAMMAD ARSHMAN,M,1
2024,Stranieri,MUSA,M,1
2024,Italiani,MYRIAM,F,1
2024,Italiani,NAOMI,F,1
2024,Italiani,NATHAN,M,2
2024,Stranieri,NAZLI LIYA,F,1
2024,Stranieri,NETHAN MATTEO,M,1
2024,Stranieri,NEXHI,F,1
2024,Italiani,NICCOLO',M,1
2024,Italiani,NICHOLAS,M,1
2024,Italiani,NICOLE,F,2
2024,Stranieri,NICOLE,F,1
2024,Italiani,NICOLO',M,3
2024,Italiani,NINA,F,5
2024,Stranieri,NIZAM UD,M,1
2024,Italiani,NOAH,M,1
2024,Italiani,NOAH AMEDEO,M,1
2024,Stranieri,NOAH LEANDRO,M,1
2024,Italiani,NOAH MARIA FRANCESCO,M,1
2024,Italiani,NOEL,M,1
2024,Italiani,NOEMI,F,2
2024,Italiani,NOEMI ELOGHOSA,F,1
2024,Italiani,NOOR,F,1
2024,Stranieri,NOUR AMINA,F,1
2024,Stranieri,NOUR MOHAMED SALEM HASSAN,F,1
2024,Stranieri,NUSAYBAH ISLAM AMRIN,F,1
2024,Stranieri,OGHOSA EMANUELA,F,1
2024,Italiani,OLIVER,M,1
2024,Italiani,OLIVIA,F,1
2024,Italiani,OMAR,M,1
2024,Italiani,ORLANDO,M,2
2024,Italiani,OSEMUDIAMEN ZAYNE,M,1
2024,Stranieri,OTHMAN OSAMAH YASEEN,M,1
2024,Italiani,OTTAVIA,F,1
2024,Italiani,PAOLO,M,1
2024,Italiani,PASQUALE,M,2
2024,Stranieri,PATRICK TIAGO,M,1
2024,Italiani,PIETRO,M,3
2024,Stranieri,PIETRO LUIS,M,1
2024,Italiani,POYRAZ JOELE,M,1
2024,Italiani,RACHELE,F,1
2024,Italiani,RAFFAELE,M,3
2024,Italiani,RAHMA,F,1
2024,Stranieri,RAMALLAH SAMY NAGAH ALI ALI,F,1
2024,Italiani,RAMIZ,M,1
2024,Italiani,RAYAN,M,2
2024,Stranieri,RAYHAN,F,1
2024,Italiani,REBECCA,F,3
2024,Stranieri,REINA,F,1
2024,Italiani,RENATO ENEA,M,1
2024,Italiani,RICCARDO,M,8
2024,Italiani,RIM,F,1
2024,Italiani,RITAL,F,1
2024,Italiani,ROBERTO,M,1
2024,Stranieri,ROEL,M,1
2024,Italiani,ROMEO,M,2
2024,Italiani,RUMAAN ALI,M,1
2024,Italiani,SABATINO,M,1
2024,Stranieri,SAIKOU,M,1
2024,Stranieri,SAJDA SHOBBAN SOBHI ELSAID,F,1
2024,Italiani,SAMIRA,F,1
2024,Italiani,SAMUEL,M,1
2024,Italiani,SAMUELE,M,4
2024,Stranieri,SANAD SAMEH IBRAHIM ABDELMAKSOUD,M,1
2024,Italiani,SARA,F,3
2024,Italiani,SEBASTIAN,M,1
2024,Italiani,SERENA,F,2
2024,Stranieri,SEYDINA LIMAMOU LAYE,M,1
2024,Stranieri,SHEHAB ASHRAF SHEHAB ELSAYED SHEHAB,M,1
2024,Stranieri,SIDRATUL MUNTAHA,F,1
2024,Stranieri,SILA ABDALLA ABOUKHALIL AHMED DAOUD,F,1
2024,Stranieri,SILYA AHMED AZMY GABER HAMOUDA,F,1
2024,Italiani,SKY FRIHAN,M,1
2024,Italiani,SOFIA,F,14
2024,Stranieri,SOFIA,F,1
2024,Stranieri,SOFIA AHMED ELSABBAHI MOHAMMED ELSABBAHI,F,1
2024,Italiani,SOFIA TERESA,F,1
2024,Italiani,SOLE,F,3
2024,Italiani,SOLEIL,F,1
2024,Italiani,SORAYA,F,1
2024,Italiani,SSALIOU,M,1
2024,Italiani,STEFANO,M,2
2024,Italiani,STELA,F,1
2024,Stranieri,STELLA DAPHNE,F,1
2024,Italiani,SVEVA,F,1
2024,Italiani,TASNIM,F,1
2024,Italiani,TEA,F,1
2024,Stranieri,TEO,M,1
2024,Stranieri,TEODORA NICOLETA,F,1
2024,Stranieri,THEODOR,M,1
2024,Italiani,THEOXANE,F,1
2024,Italiani,THIAGO,M,1
2024,Italiani,THIAGO ARES,M,1
2024,Italiani,THOMAS,M,3
