Anno Nascita,Cittadinanza,Nome,Sesso,Occorrenze
2015,Stranieri,VIKTORIA,F,1
2015,Stranieri,VIKTORIYA,F,1
2015,Italiani,VIOLA,F,2
2015,Italiani,VIRGINIA,F,1
2015,Italiani,VITTORIA,F,3
2015,Stranieri,WIKTOR,M,1
2015,Italiani,YARA,F,1
2015,Italiani,YASSIN,M,1
2015,Stranieri,YASSIR,M,1
2015,Italiani,YMER,M,1
2015,Italiani,YOUSSEF,M,1
2015,Stranieri,YOUSSEF LOAY,M,1
2015,Italiani,ZENO,M,1
2015,Italiani,ZERINA,F,1
2015,Italiani,ZIVANKA,F,1
2015,Stranieri,ZIYAD,M,1
2014,Italiani,ABA,F,1
2014,Stranieri,ABDELAZIM SOLIMAN ELMOHAMADI SOLIMAN,M,1
2014,Italiani,ABDELRAHMAN MOAZ MOUSTAFA ELSAYED MOHAMED,M,1
2014,Italiani,ABIMBOLA,M,1
2014,Italiani,ACHILLE,M,1
2014,Italiani,ADA,F,1
2014,Italiani,ADAM,M,2
2014,Italiani,ADELAIDE,F,2
2014,Italiani,ADELE,F,1
2014,Stranieri,ADNANE,M,1
2014,Stranieri,ADRIANA SOFIA,F,1
2014,Italiani,AGATA,F,2
2014,Italiani,AGNESE,F,3
2014,Italiani,AISHA,F,1
2014,Italiani,AJAN,M,1
2014,Stranieri,AJMAN,M,1
2014,Italiani,ALAA,F,1
2014,Italiani,ALBERTO,M,1
2014,Italiani,ALBI,M,1
2014,Italiani,ALEM,M,2
2014,Stranieri,ALESSANDRA,F,1
2014,Italiani,ALESSANDRO,M,5
2014,Italiani,ALESSIA,F,1
2014,Stranieri,ALESSIA GABRIELLA,F,1
2014,Stranieri,ALESSIA MARIA,F,1
2014,Italiani,ALESSIO,M,1
2014,Italiani,ALEX,M,1
2014,Stranieri,ALEX CONSTANTIN,M,1
2014,Stranieri,ALEXEI,M,1
2014,Italiani,ALICE,F,4
2014,Stranieri,ALLYSSA KATE,F,1
2014,Stranieri,AMEERA MAE,F,1
2014,Italiani,AMELIA,F,1
2014,Italiani,AMELIE,F,1
2014,Italiani,AMINA,F,1
2014,Stranieri,AMIRA,F,1
2014,Italiani,AMIRA ELISABETTA,F,1
2014,Italiani,AMOS,M,1
2014,Italiani,ANASTASIA,F,1
2014,Italiani,ANDREA,M,2
2014,Italiani,ANGELICA,F,5
2014,Italiani,ANGELICA MARIA,F,1
2014,Italiani,ANGELIKA,F,1
2014,Italiani,ANISSE,M,1
2014,Italiani,ANITA,F,3
2014,Italiani,ANITA SOFIA,F,1
2014,Italiani,ANNA,F,11
2014,Italiani,ANNACHIARA,F,1
2014,Italiani,ANNA EVA,F,1
2014,Italiani,ANNAMARIA,F,1
2014,Italiani,ANNA MARIA,F,1
2014,Stranieri,ANTHONY ANDRE',M,1
2014,Stranieri,ANTONIA NICOLETA,F,1
2014,Italiani,ANTONIO,M,2
2014,Italiani,ARIANNA,F,1
2014,Stranieri,ARIANNA LAVINIA,F,1
2014,Italiani,ARON,M,1
2014,Italiani,ARSENI,M,1
2014,Italiani,ASHLEY GRACIELA,F,1
2014,Stranieri,ASIA,F,1
2014,Italiani,ASSANATOU,F,1
2014,Italiani,AURORA,F,1
2014,Stranieri,AURORA,F,1
2014,Italiani,AYA,F,1
2014,Italiani,AYMEN,M,1
2014,Italiani,AZZURRA,F,1
2014,Italiani,BARBARA,F,2
2014,Stranieri,BASANT MOHAMED AHMED ELSAID ALI,F,1
2014,Stranieri,BASSAM MOHAMED ABDELNABI ELKOTB ELMOURSI,M,1
2014,Italiani,BAYAN,F,1
2014,Italiani,BEATRICE,F,5
2014,Italiani,BENEDETTA,F,2
2014,Italiani,BIANCA,F,2
2014,Italiani,BILJANA,F,1
2014,Stranieri,BISRAT HAILAY,M,1
2014,Italiani,BOJAN,M,1
2014,Stranieri,BRANDON,M,1
2014,Stranieri,BRENDA MICHELLE,F,1
2014,Italiani,BRYAN,M,1
2014,Italiani,CAMILLA,F,3
2014,Italiani,CAMILLO,M,1
2014,Italiani,CARLO,M,3
2014,Italiani,CARLO ALBERTO,M,1
2014,Stranieri,CAROLINA,F,1
2014,Italiani,CATERINA,F,4
2014,Italiani,CECILIA,F,2
2014,Italiani,CELESTE,F,2
2014,Stranieri,CHANEL DESIRE',F,1
2014,Italiani,CHARLOTTE,F,1
2014,Italiani,CHIARA,F,5
2014,Italiani,CHLOE',F,1
2014,Italiani,CHRISTIAN,M,1
2014,Italiani,CLARA,F,3
2014,Italiani,CLEMENTINA,F,1
2014,Italiani,CLOE,F,1
2014,Italiani,CLOTILDE,F,1
2014,Stranieri,CRISTIAN,M,1
2014,Italiani,CRISTIANO,M,1
2014,Italiani,DAMJAN,M,1
2014,Stranieri,DANIEL,M,1
2014,Italiani,DANIELE,M,1
2014,Italiani,DARIUS GABRIEL,M,1
2014,Italiani,DAVIDE,M,3
2014,Italiani,DAVID     E,M,1
2014,Stranieri,DEBORA JAEL,F,1
2014,Stranieri,DELIA,F,1
2014,Italiani,DENISE,F,1
2014,Stranieri,DENNIS ALEJANDRO,M,1
2014,Italiani,DEREK,M,1
2014,Stranieri,DEREK NEYMAR,M,1
2014,Italiani,DESI,F,1
2014,Italiani,DIEGO,M,2
2014,Italiani,DIEGO FLORIAN,M,1
2014,Italiani,DIOR,F,1
2014,Italiani,DIVINE ODIASE,M,1
2014,Stranieri,DUNNIA MOHAMED AHMED ELSAID ALI,F,1
2014,Italiani,DYLAN JOACHIM,M,1
2014,Italiani,EDOARDO,M,4
2014,Italiani,EDUARDO MATHIAS,M,1
2014,Italiani,ELENA,F,7
2014,Italiani,ELEONORA,F,1
2014,Italiani,ELIA,F,1
2014,Italiani,ELIA,M,7
2014,Italiani,ELISA,F,2
2014,Italiani,ELMAN,M,1
2014,Italiani,ELSAYED,M,1
2014,Italiani,ELTIONA,F,1
2014,Italiani,ELVIS,M,1
2014,Italiani,EMA,F,2
2014,Italiani,EMANUELE,M,2
2014,Stranieri,EMANUELE,M,1
2014,Italiani,EMILIANO,M,1
2014,Italiani,EMILY,F,2
2014,Stranieri,EMILY MICHELLE,F,1
2014,Italiani,EMMA,F,5
2014,Italiani,EMMA ASSUNTA,F,1
2014,Italiani,ENEA,M,2
2014,Italiani,ENRICO,M,2
2014,Italiani,ERIKA,F,1
2014,Italiani,ESMA,F,1
2014,Italiani,ETTORE,M,1
2014,Italiani,EVA,F,1
2014,Italiani,FARA,F,1
2014,Stranieri,FARES,M,1
2014,Italiani,FARIDATOU,F,1
2014,Italiani,FARWAZ,F,1
2014,Italiani,FARWAZANE,F,1
2014,Stranieri,FAVOUR OSAHUNRUMWEN,F,1
2014,Italiani,FEBE,F,1
2014,Italiani,FEDERICA,F,1
2014,Italiani,FEDERICO,M,3
2014,Italiani,FERNANDA VANESSA,F,1
2014,Italiani,FIAMMETTA,F,1
2014,Italiani,FILIPPO,M,3
2014,Italiani,FLAVIA,F,1
2014,Italiani,FLAVIO,M,1
2014,Italiani,FLUTRA,F,1
2014,Italiani,FRANCESCA,F,3
2014,Stranieri,FRANCESCA XAHARA,F,1
2014,Italiani,FRANCESCO,M,10
2014,Italiani,FRANCESCO RAYAN,M,1
2014,Italiani,FRANCISCO JAVIER,M,1
2014,Italiani,FRANCO,M,1
2014,Italiani,FRANCOIS,M,1
2014,Stranieri,FREDERICK  XAVIER,M,1
2014,Italiani,FRIDA,F,1
2014,Italiani,GABRIEL,M,2
2014,Stranieri,GABRIEL,M,1
2014,Italiani,GABRIELE,M,4
2014,Italiani,GABRIELLA,F,1
2014,Italiani,GEMMA,F,1
2014,Italiani,GIADA,F,3
2014,Italiani,GILDA,F,1
2014,Italiani,GINEVRA,F,1
2014,Italiani,GIOELE,M,2
2014,Italiani,GIONPAOLO,M,1
2014,Italiani,GIORGIA,F,1
2014,Italiani,GIORGIO,M,1
2014,Italiani,GIOVANNI,M,4
2014,Italiani,GIULIA,F,12
2014,Italiani,GIULIETTA,F,1
2014,Italiani,GIULIO,M,3
2014,Italiani,GIUSEPPE,M,1
2014,Italiani,GLORIA,F,1
2014,Stranieri,GLORIA,F,1
2014,Stranieri,GRACE LETICIA,F,1
2014,Italiani,GRETA,F,5
2014,Italiani,HAMED,M,1
2014,Stranieri,HANIN BEDIR ABDELRAZEK MOHAMED,F,1
2014,Stranieri,IANIS ALEXANDRU,M,1
2014,Italiani,ILAF,F,1
2014,Italiani,ILARIA,F,3
2014,Italiani,ILENIA,F,1
2014,Stranieri,ILIJA,M,1
2014,Italiani,ILYAN YOUSSEF,M,1
2014,Italiani,INTISAR,F,1
2014,Italiani,IOANA STEFANIA,F,1
2014,Italiani,IRENE,F,1
2014,Italiani,ISAAC  RICKY,M,1
2014,Italiani,ISABELLA,F,1
2014,Italiani,ISACCO,M,2
2014,Italiani,ISAIA,M,1
2014,Italiani,ISHAQ,M,1
2014,Italiani,ISIDE,F,1
2014,Italiani,ISMAEL ANDRES,M,1
2014,Italiani,JACOPO,M,2
2014,Italiani,JAMAL,M,1
2014,Italiani,JANA,F,1
2014,Italiani,JASON ALEX,M,1
2014,Stranieri,JAYCON AVIEL,M,1
2014,Italiani,JEHONA,F,1
2014,Italiani,JENIFER,F,1
2014,Stranieri,JOE,M,1
2014,Stranieri,JOHORA,F,1
2014,Italiani,KAMAL,M,1
2014,Stranieri,KARAM SABRI TAWAKOL SAAD MOHAMED,M,1
2014,Italiani,KARIMA,F,1
2014,Stranieri,KASFIYA MARIAM,F,1
2014,Stranieri,KATHLEEN MAITE,F,1
2014,Italiani,KAWTAR,F,1
2014,Italiani,KENZA,F,1
2014,Italiani,KHALED MOHAMED MANSOUR,M,1
2014,Italiani,KIRE,M,2
2014,Italiani,KLEA,F,2
2014,Italiani,KLEVIS,M,1
2014,Italiani,LANFRANCO,M,1
2014,Italiani,LARA,F,2
2014,Italiani,LAURA,F,3
2014,Stranieri,LAURA,F,1
2014,Stranieri,LEA,F,1
2014,Italiani,LEONA,F,1
2014,Italiani,LEONARDO,M,10
2014,Stranieri,LEONARDO,M,1
2014,Italiani,LEONE,M,1
2014,Italiani,LEONE DIEGO,M,1
2014,Italiani,LINDA,F,2
2014,Italiani,LORENZO,M,8
2014,Italiani,LORIS,M,1
2014,Italiani,LUCA,M,9
2014,Italiani,LUCAS,M,1
2014,Italiani,LUCA WENDNSO,M,1
2014,Italiani,LUCE ANNA,F,1
2014,Italiani,LUCIA,F,1
2014,Italiani,LUCREZIA,F,1
2014,Italiani,LUDOVICA,F,1
2014,Italiani,LUNA,F,1
2014,Italiani,MAHDI,M,1
2014,Stranieri,MAJA,F,1
2014,Italiani,MALAK,F,2
2014,Stranieri,MALAK,F,1
2014,Italiani,MAME DIARRA,F,1
2014,Stranieri,MAME DIARRA,F,1
2014,Italiani,MANUEL,M,1
2014,Stranieri,MANUELE,M,1
2014,Italiani,MARCELLO,M,1
2014,Italiani,MARCO,M,6
2014,Italiani,MARGHERITA,F,2
2014,Italiani,MARIA,F,1
2014,Stranieri,MARIA,F,1
2014,Stranieri,MARIA DENISA,F,1
2014,Italiani,MARIA GIULIA,F,1
2014,Italiani,MARIANO GIUSEPPE,M,1
2014,Italiani,MARIA ROSARIA,F,1
2014,Italiani,MARIASOLE,F,1
2014,Italiani,MARIA SOLE,F,1
2014,Italiani,MARIHAN ELZANATI ABOUELSEOUD ABDELMOTTALEB MOUSTAFA,F,1
2014,Italiani,MARIO,M,1
2014,Italiani,MARKO,M,1
2014,Italiani,MARLON BRANDON,M,1
2014,Italiani,MARTA,F,3
2014,Italiani,MARTINA,F,3
2014,Italiani,MARTINO,M,1
2014,Italiani,MARWA,F,1
2014,Italiani,MARYAM,F,1
2014,Italiani,MATILDE,F,3
2014,Italiani,MATTEO,M,5
2014,Stranieri,MATTEO IONUT,M,1
2014,Italiani,MATTIA,M,8
2014,Stranieri,MCCOY,M,1
2014,Italiani,MEGAN,F,1
2014,Italiani,MEGHI,F,1
2014,Italiani,MELISSA,F,1
2014,Stranieri,MELISSA SOFIA,F,1
2014,Italiani,MIA,F,1
2014,Italiani,MIA GINEVRA,F,1
2014,Italiani,MIA YAMILETH,F,1
2014,Italiani,MICHELA,F,1
2014,Italiani,MICHELE,M,4
2014,Italiani,MIHAEL,M,1
2014,Italiani,MISIA,F,1
2014,Italiani,MITE,M,1
2014,Italiani,MOHAMED,M,1
2014,Stranieri,MOHAMED SHERIF ELZEKI BEDIR ELSHERBINI,M,1
2014,Italiani,MOR,M,1
2014,Stranieri,MOUHAMADOU BASSIR,M,1
2014,Italiani,MOUSSTAPHA,M,1
2014,Italiani,MOUSTAFA MOHAMED ELBAYOUMI ABDELBASSET,M,1
2014,Stranieri,MUHAMMAD SAMEER,M,1
2014,Italiani,MUNA,F,1
2014,Italiani,MUTTAKIN KABIR,M,1
2014,Italiani,NAOD,M,1
2014,Stranieri,NARIN,F,1
2014,Italiani,NATALIA,F,1
2014,Italiani,NATHAN,M,2
2014,Italiani,NEITAN,M,1
2014,Stranieri,NELLI YURIY,F,1
2014,Italiani,NICCOLO',M,3
2014,Italiani,NICHOLAS,M,1
2014,Stranieri,NICOL,F,1
2014,Italiani,NICOLAS,M,1
2014,Italiani,NICOLE,F,2
2014,Italiani,NICOLO',M,2
2014,Italiani,NIKOLA,M,1
2014,Stranieri,NIKOLA,M,1
2014,Italiani,NOEMI,F,3
2014,Stranieri,OLEG,M,1
2014,Italiani,OLIVIA,F,1
2014,Italiani,OLIVIA NNEDINMA,F,1
2014,Italiani,ONI,M,1
2014,Italiani,OTTAVIA,F,1
2014,Italiani,PAOLO,M,1
2014,Italiani,PARMEET,M,1
2014,Stranieri,PATRICK,M,1
2014,Stranieri,PETER ANTHONY,M,1
2014,Italiani,PIETRO,M,4
2014,Italiani,PIETRO ALESSANDRO,M,1
2014,Italiani,PILAR,F,1
2014,Italiani,PRAISES AMAOSA,F,1
2014,Stranieri,PURITY OLUCHI,F,1
2014,Stranieri,QINGXI,F,1
2014,Italiani,RALF,M,1
2014,Italiani,RAWJA BINTE,F,1
2014,Italiani,RAYAN,M,3
2014,Italiani,RAYAN STEVEN,M,1
2014,Italiani,REBECCA,F,4
2014,Stranieri,REBECCA FLORENTINA,F,1
2014,Italiani,REBEKA,F,1
2014,Italiani,RICCARDO,M,4
2014,Italiani,RICCARDO AARON,M,1
2014,Italiani,RIMAS FISAL ELMOURSI ELKOTB,F,1
2014,Italiani,RIMES,F,1
2014,Italiani,RIMESS,F,1
2014,Italiani,RITAJ,F,1
2014,Italiani,ROMEO,M,1
2014,Italiani,ROSA,F,1
2014,Italiani,ROSEMOND DEBRAH,F,1
2014,Italiani,SAHELI LIYANSA MUNASINGHE,F,1
2014,Italiani,SAHYLI NAYERLI,F,1
2014,Italiani,SALVATORE,M,1
2014,Italiani,SAMIR,M,1
2014,Italiani,SAMUEL,M,1
2014,Italiani,SAMUELE,M,3
2014,Italiani,SAMUEL XAVIER,M,1
2014,Italiani,SARA,F,4
2014,Italiani,SAVIOUR,M,1
2014,Italiani,SERENA,F,1
2014,Italiani,SERIGNE FALLOU,M,1
2014,Stranieri,SEVERINO,M,1
2014,Italiani,SHAHD,F,1
2014,Italiani,SHANTAL,F,1
2014,Stranieri,SHEHAN FEDERICO,M,1
2014,Italiani,SIMONA,F,1
2014,Italiani,SIMONE,M,2
2014,Stranieri,SINTIA NOSAWEWENZE,F,1
2014,Stranieri,SNEZHANA,F,1
2014,Italiani,SODA,F,1
2014,Stranieri,SOFFIA YARITZA,F,1
2014,Italiani,SOFIA,F,3
2014,Stranieri,SOFIA,F,1
2014,Italiani,SOPHIA,F,2
2014,Italiani,SOPHIE,F,1
2014,Stranieri,STEFANIA,F,1
2014,Italiani,STEPHANIE BROWN,F,1
2014,Italiani,TASSNIM HOSNI MOHAMED ALI,F,1
2014,Italiani,TERESA,F,1
2014,Italiani,TOMAS GABRIEL,M,1
2014,Italiani,TOMMASO,M,6
2014,Italiani,TRAJCE,M,1
2014,Italiani,TRAJCHE,M,1
2014,Italiani,VALENTINA,F,3
2014,Stranieri,VALENTINA VIRGINIA,F,1
2014,Italiani,VALERIA,F,1
2014,Italiani,VANE,M,1
2014,Italiani,VANESSA,F,1
2014,Italiani,VASKO,M,1
2014,Italiani,VICTORIA,F,1
2014,Italiani,VICTORIA EMMA,F,1
2014,Italiani,VICTORIA JANE,F,1
2014,Stranieri,VIKTORIA,F,1
2014,Italiani,VINCENZO,M,1
2014,Italiani,VIOLA,F,2
2014,Italiani,VITTORIA,F,1
2014,Italiani,VITTORIO,M,2
2014,Stranieri,WISSEM,M,1
2014,Italiani,XENIA,F,1
2014,Stranieri,XINKAI ANGELO,M,1
2014,Stranieri,XINRAN,F,1
2014,Stranieri,XINYU ALESSANDRO,M,1
2014,Italiani,YABSERA ABUCHER,F,1
2014,Stranieri,YAFET,M,1
2014,Italiani,YAHIA,M,1
2014,Italiani,YAMINA,F,1
2014,Stranieri,YASMIN,F,1
2014,Italiani,YOMNA,F,1
2014,Stranieri,YOSSEF YASSER SHAABANABD,M,1
2014,Italiani,YOUSSEF,M,1
2014,Stranieri,YOUSSEF SHALABI ELSAYED ABDELAZIZ,M,1
2014,Italiani,ZEMKA,F,1
2013,Stranieri,AARNA,F,1
2013,Italiani,ABDOL RAHIM,M,1
2013,Italiani,ABDOUL KADER,M,1
2013,Italiani,ABUNDANCE OSAYAWE,F,1
2013,Italiani,ADAM,M,1
2013,Italiani,ADELE,F,1
2013,Italiani,ADRIALI  CHARLLOTTE,F,1
2013,Italiani,ADRIANA,F,1
2013,Italiani,AGATA,F,3
2013,Italiani,AGWAI ENDURANCE,M,1
2013,Italiani,AICHA,F,1
2013,Italiani,AICHATOU KORO,F,1
2013,Stranieri,AIDA,F,1
2013,Stranieri,AISSETOU,F,1
2013,Italiani,AKSA BINTE,F,1
2013,Italiani,ALAA,F,1
2013,Italiani,ALAA,M,1
2013,Italiani,ALBERTO,M,2
2013,Italiani,ALEANDRA,F,1
2013,Italiani,ALEKSANDAR,M,1
2013,Italiani,ALESSANDRO,M,7
2013,Italiani,ALESSIA,F,2
2013,Stranieri,ALESSIA MARIA,F,1
2013,Italiani,ALESSIO,M,1
2013,Italiani,ALEX,M,1
2013,Stranieri,ALEXANDRU,M,1
2013,Italiani,ALICE,F,5
2013,Italiani,ALINA ESMERALDA,F,1
2013,Italiani,ALMEDINA,F,1
2013,Stranieri,AMALIA,F,1
2013,Stranieri,AMANDA OGHOMWEN,F,1
2013,Italiani,AMAR,M,1
2013,Italiani,AMELIA,F,2
2013,Italiani,AMELIE,F,1
2013,Italiani,AMINA,F,1
2013,Stranieri,AMINA,F,1
2013,Stranieri,AMINATA LAYE,F,1
2013,Italiani,AMY,F,1
2013,Italiani,ANASTASIA,F,1
2013,Italiani,ANDREA,M,3
2013,Stranieri,ANDREA,M,1
2013,Italiani,ANDREJ,M,1
2013,Italiani,ANES,M,1
2013,Italiani,ANETA,F,1
2013,Italiani,ANGELA,F,2
2013,Italiani,ANGELINA,F,1
2013,Stranieri,ANGELO,M,1
2013,Italiani,ANITA,F,1
2013,Italiani,ANNA,F,8
2013,Stranieri,ANNABEL POKUA,F,1
2013,Italiani,ANNA CHIARA,F,1
2013,Italiani,ANNACLARA,F,1
2013,Italiani,ANNA SOPHIA,F,1
2013,Italiani,ARIANNA,F,3
2013,Stranieri,ARIANNA,F,1
2013,Italiani,ARIEL LYS,F,1
2013,Italiani,ASIA,F,1
2013,Italiani,AURORA,F,7
2013,Italiani,AWA,F,1
2013,Italiani,AWA YASMINE,F,1
2013,Italiani,AXEL,M,1
2013,Italiani,AYA,F,1
2013,Stranieri,AYA,F,1
2013,Italiani,AYMEN,M,1
2013,Italiani,AZZURRA,F,1
2013,Italiani,BADR EDDINE,M,1
2013,Italiani,BARAA,M,1
2013,Italiani,BARBARA,F,1
2013,Italiani,BEATRICE,F,7
2013,Italiani,BIANCA,F,4
2013,Stranieri,BLAGOJA,M,1
2013,Italiani,BLAZHE,M,1
2013,Italiani,BOGDAN,M,1
2013,Stranieri,BOGDAN,M,1
2013,Italiani,BRYAN,M,1
2013,Italiani,BRYAN STEFAN,M,1
2013,Italiani,CAMILLA,F,5
2013,Italiani,CARLO,M,2
2013,Italiani,CARLO ALBERTO,M,1
2013,Stranieri,CARLOS,M,1
2013,Italiani,CARLOTTA,F,2
2013,Italiani,CAROLINA,F,4
2013,Italiani,CATERINA,F,3
2013,Italiani,CAYNETH ANGIBELL,F,1
2013,Italiani,CECILIA,F,3
2013,Italiani,CELESTE,F,1
2013,Stranieri,CHEIKH,M,1
2013,Stranieri,CHERRY OGHOSA,F,1
2013,Italiani,CHIARA,F,4
2013,Stranieri,CHLOE,F,1
2013,Italiani,CHLOE',F,1
2013,Italiani,CHRISTIAN,M,2
2013,Italiani,CHRISTOPHER,M,1
2013,Italiani,CHRISTOPHER NICOLAS,M,1
2013,Italiani,CIRO,M,1
2013,Italiani,CLEO,F,1
2013,Stranieri,CLINTIN UYIOGHOSA,M,1
2013,Stranieri,CORINA IULIANA,F,1
2013,Italiani,CORRADO,M,1
2013,Italiani,DANIELA DALELE,F,1
2013,Italiani,DANIELE,M,2
2013,Italiani,DANIEL EMILOV,M,1
2013,Italiani,DARIA,F,2
2013,Italiani,DARIO,M,1
2013,Stranieri,DARIO,M,1
2013,Stranieri,DARIUS FRANCESCO,M,1
2013,Italiani,DAVIDE,M,5
2013,Stranieri,DAVID HERNAN,M,1
2013,Italiani,DAVID WISDOM,M,1
2013,Italiani,DAVIS EDOSA,M,1
2013,Italiani,DERICK TONTO,M,1
2013,Stranieri,DEVIS,M,1
2013,Italiani,DIANA,F,1
2013,Stranieri,DONIA ISMAIL SHALABI ELZAKI,F,1
2013,Italiani,EDOARDO,M,3
2013,Stranieri,EDUARD,M,1
2013,Italiani,EGHOSA JEFFERY,M,1
2013,Stranieri,EILEEN DAIARA,F,1
2013,Italiani,EKAMDEEP,M,1
2013,Stranieri,ELA,F,1
2013,Italiani,ELENA,F,2
2013,Italiani,ELEONORA,F,8
2013,Italiani,ELIA,M,2
2013,Stranieri,ELIAS,M,1
2013,Italiani,ELIA VINCENZO,M,1
2013,Italiani,ELISA,F,4
2013,Italiani,ELISABETTA,F,1
2013,Italiani,EMANUELE LEONARDO,M,1
2013,Italiani,EMILY,F,1
2013,Stranieri,EMILY SOFI,F,1
2013,Italiani,EMMA,F,10
2013,Italiani,EMMA LAURA,F,1
2013,Italiani,ENEA,M,1
2013,Stranieri,ENIDA,F,1
2013,Italiani,ENRICO,M,1
2013,Italiani,ESTER,F,1
2013,Italiani,ESTER MARIE,F,1
2013,Italiani,ESTHER CHIRENYE,F,1
2013,Italiani,ETHAN,M,1
2013,Stranieri,ETINOSA BEST,M,1
2013,Italiani,EUGENIO,M,1
2013,Italiani,EVA,F,1
2013,Italiani,FABIOLA,F,1
2013,Italiani,FALLOU,M,2
2013,Italiani,FATIMA ISSAM TOLBA TOLBA IBRAHIM,F,1
2013,Italiani,FEDERICO,M,6
2013,Italiani,FELIX,M,1
2013,Italiani,FILIP,M,1
2013,Italiani,FILIPPO,M,3
2013,Italiani,FRANCESCA,F,3
2013,Italiani,FRANCESCO,M,6
2013,Italiani,FRANCESCO WALTER,M,1
2013,Italiani,GABRIELE,M,5
2013,Italiani,GAIA,F,3
2013,Italiani,GEMMA,F,1
2013,Italiani,GEREMIA,M,1
2013,Italiani,GIACOMO,M,5
2013,Italiani,GIACOMO PIETRO,M,1
2013,Italiani,GIADA,F,4
2013,Italiani,GIANLUCA MANUEL,M,1
2013,Italiani,GINEVRA,F,2
2013,Stranieri,GIOEL,M,1
2013,Italiani,GIOELE,M,1
2013,Italiani,GIOIA,F,1
2013,Italiani,GIORGIA,F,2
2013,Italiani,GIORGIO,M,1
2013,Italiani,GIOVANNI,M,2
2013,Italiani,GIOVANNI MARIA,M,1
2013,Italiani,GIUDITTA,F,1
2013,Italiani,GIULIA,F,8
2013,Italiani,GIULIA PAULINE,F,1
2013,Stranieri,GIULIA STEFANIA,F,1
2013,Italiani,GIULIO,M,2
2013,Italiani,GLORIA,F,1
2013,Italiani,GREIS,F,1
2013,Italiani,GRETA,F,1
2013,Italiani,GUIDO,M,1
2013,Italiani,GUNPUTH JENA,F,1
2013,Italiani,HABEN,F,1
2013,Italiani,HABIBA,F,1
2013,Stranieri,HASAN HUSEYIN,M,1
2013,Italiani,IAN MATTEO,M,1
2013,Italiani,IBRAHIMA,M,1
2013,Italiani,ILARIA,F,2
2013,Italiani,INOUSSA,M,1
2013,Italiani,IRENE,F,1
2013,Stranieri,ISMAIL,M,1
2013,Italiani,ISOTTA,F,1
2013,Stranieri,IZABELA,F,1
2013,Italiani,JACOPO,M,1
2013,Italiani,JACOPO ELIA,M,1
2013,Italiani,JANA AHMED ATEF MOHAMED,F,1
2013,Italiani,JESSICA,F,1
2013,Italiani,JESSIKA,F,1
2013,Italiani,JIMMY,M,1
2013,Italiani,JOELLE DANIELA,F,1
2013,Stranieri,JORDAN TYLER,M,1
2013,Italiani,JOUD,M,1
2013,Italiani,KATE,F,1
2013,Stranieri,KEISY,F,1
2013,Stranieri,KEITRIN,F,1
2013,Italiani,KEVIN,M,1
2013,Stranieri,KEVIN,M,1
2013,Stranieri,KIARA,F,1
2013,Italiani,KLEVI,M,1
2013,Stranieri,KLEVIS,M,1
2013,Stranieri,KRISTIAN,M,1
2013,Stranieri,LARA,F,1
2013,Stranieri,LARISSA,F,1
2013,Italiani,LAURA,F,4
2013,Italiani,LAURA LIVIA,F,1
2013,Italiani,LEONARDO,M,3
2013,Italiani,LEONARDO GIOVANNI,M,1
2013,Stranieri,LEONARDO JHOSUA,M,1
2013,Italiani,LETIZIA,F,1
2013,Italiani,LIAM ALEJANDRO,M,1
2013,Italiani,LIDIA,F,1
2013,Italiani,LINA,F,1
2013,Italiani,LINDA,F,1
2013,Italiani,LISA,F,1
2013,Italiani,LOAY,M,1
2013,Italiani,LORENZO,M,11
2013,Italiani,LORENZO MARIA,M,1
2013,Italiani,LORIS,M,1
2013,Italiani,LUCA,M,4
2013,Stranieri,LUCA ALEXANDRU,M,1
2013,Italiani,LUCIA,F,2
2013,Italiani,LUCREZIA,F,1
2013,Italiani,LUIGI,M,1
2013,Italiani,LUIS,M,1
2013,Italiani,LUKA,M,1
2013,Italiani,LUKAS DAVID,M,1
2013,Italiani,MALAK,F,1
2013,Stranieri,MALAK YASSIN SHALABI ELZEKI,F,1
2013,Stranieri,MAME THIERNO,M,1
2013,Italiani,MARCO,M,3
2013,Italiani,MARCO PASQUALE,M,1
2013,Italiani,MARGHERITA,F,2
2013,Italiani,MARIA,F,3
2013,Italiani,MARIA CELESTE,F,1
2013,Italiani,MARIACHIARA,F,1
2013,Italiani,MARIAM,F,1
2013,Stranieri,MARIAM,F,1
2013,Italiani,MARIA TERESA,F,1
2013,Italiani,MARIA VALENTINA,F,1
2013,Italiani,MARIJA,F,1
2013,Stranieri,MARKO,M,1
2013,Italiani,MARTA,F,4
2013,Italiani,MARTINA,F,5
2013,Stranieri,MARTINA,F,1
2013,Italiani,MARWA,F,1
2013,Stranieri,MARYURI ARIADNA,F,1
2013,Italiani,MASSIMO,M,2
2013,Stranieri,MATEO,M,1
2013,Italiani,MATILDE,F,3
2013,Italiani,MATTEO,M,6
2013,Stranieri,MATTEO,M,1
2013,Italiani,MATTIA,M,10
2013,Italiani,MAYA,F,3
2013,Italiani,MBENE,F,1
2013,Italiani,MELANI,F,1
2013,Italiani,MELISSA,F,1
2013,Stranieri,MELISSA,F,1
2013,Italiani,MELITA,F,1
2013,Italiani,MERILYN NATASHA,F,1
2013,Italiani,MIA,F,2
2013,Italiani,MICHELA,F,1
2013,Italiani,MICHELE,M,1
2013,Italiani,MIHAELA,F,1
2013,Italiani,MIRAL,F,1
